satira,qtd_excl,qtd_pont,qtd_adv_intens,qtd_interj,qtd_adj_pos,qtd_adj_neg,qtd_pal_pos,qtd_pal_neg,qtd_pal_neu,qtd_conj_adv,med_dist_polaridade,qtd_diminut,qtd_aument,med_pal_par,med_pal_fra,med_comp_pal,tot_frases,ttr,tot_oov,raz_oov,tot_maiusc,tot_aspas,raz_ADJ,raz_ADP,raz_ADV,raz_AUX,raz_CCONJ,raz_DET,raz_INTJ,raz_NOUN,raz_PRON,raz_PROPN,raz_PUNCT,raz_SCONJ,raz_SYM,raz_VERB,qtd_pal_agradec,qtd_pal_desculp,qtd_perguntas,val_emotiv
0,0,6,1,0,1,0,3,1,6,0,16.5,0,0,71.0,35.5,5.577464788732394,2,0.7051282051282052,0,0.0,16,0,0.05128205128205128,0.15384615384615385,0.01282051282051282,0.02564102564102564,0.01282051282051282,0.07692307692307693,0.0,0.21794871794871795,0.01282051282051282,0.19230769230769232,0.07692307692307693,0.038461538461538464,0.0,0.10256410256410256,0,0,0,0.2
0,0,7,0,0,0,0,1,3,5,0,8.0,0,0,41.0,41.0,5.780487804878049,1,0.8958333333333334,0,0.0,19,0,0.041666666666666664,0.1875,0.0,0.0,0.0,0.0625,0.0,0.16666666666666666,0.020833333333333332,0.2916666666666667,0.14583333333333334,0.0,0.0,0.08333333333333333,0,0,0,0.16666666666666666
0,0,6,0,0,0,0,3,0,3,0,0.0,0,1,55.0,27.5,5.363636363636363,2,0.8032786885245902,0,0.0,8,0,0.03278688524590164,0.21311475409836064,0.01639344262295082,0.0,0.04918032786885246,0.03278688524590164,0.0,0.26229508196721313,0.01639344262295082,0.09836065573770492,0.09836065573770492,0.0,0.0,0.09836065573770492,0,0,0,0.13636363636363635
0,0,18,1,0,1,3,5,6,1,0,13.0,0,0,96.0,24.0,5.375,4,0.7543859649122807,0,0.0,24,0,0.06140350877192982,0.18421052631578946,0.02631578947368421,0.043859649122807015,0.03508771929824561,0.02631578947368421,0.0,0.18421052631578946,0.03508771929824561,0.13157894736842105,0.15789473684210525,0.008771929824561403,0.0,0.06140350877192982,0,0,0,0.35714285714285715
0,0,10,1,0,1,1,2,2,10,0,26.5,0,1,52.0,8.666666666666666,6.0576923076923075,6,0.7741935483870968,0,0.0,6,0,0.16129032258064516,0.08064516129032258,0.016129032258064516,0.016129032258064516,0.06451612903225806,0.12903225806451613,0.0,0.22580645161290322,0.0,0.0,0.16129032258064516,0.03225806451612903,0.0,0.11290322580645161,0,0,0,0.5238095238095238
0,0,5,0,0,1,0,3,0,1,0,0.0,0,0,35.0,17.5,6.171428571428572,2,0.825,0,0.0,7,0,0.025,0.2,0.0,0.05,0.05,0.025,0.0,0.25,0.0,0.125,0.125,0.025,0.0,0.075,0,0,0,0.07692307692307693
0,0,4,0,0,0,1,1,1,5,0,22.0,0,0,44.0,22.0,5.4772727272727275,2,0.8333333333333334,0,0.0,11,0,0.0625,0.22916666666666666,0.0,0.0625,0.020833333333333332,0.08333333333333333,0.0,0.20833333333333334,0.0,0.1875,0.08333333333333333,0.0,0.0,0.0625,0,0,0,0.23076923076923078
0,0,13,1,0,0,0,2,4,8,0,8.0,0,0,77.0,38.5,5.259740259740259,2,0.7555555555555555,1,0.011111111111111112,22,0,0.044444444444444446,0.2222222222222222,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.06666666666666667,0.0,0.18888888888888888,0.011111111111111112,0.17777777777777778,0.14444444444444443,0.0,0.0,0.06666666666666667,0,0,0,0.2608695652173913
0,0,12,2,0,3,1,6,5,7,0,10.5,0,0,92.0,30.666666666666668,5.815217391304348,3,0.7692307692307693,1,0.009615384615384616,9,0,0.09615384615384616,0.16346153846153846,0.0673076923076923,0.009615384615384616,0.038461538461538464,0.0673076923076923,0.0,0.25,0.009615384615384616,0.038461538461538464,0.11538461538461539,0.019230769230769232,0.0,0.09615384615384616,0,0,0,0.4722222222222222
0,0,8,0,0,0,0,1,0,1,0,0.0,0,1,48.0,48.0,5.020833333333333,1,0.8392857142857143,0,0.0,17,0,0.0,0.16071428571428573,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.08928571428571429,0.0,0.17857142857142858,0.017857142857142856,0.23214285714285715,0.14285714285714285,0.017857142857142856,0.0,0.07142857142857142,0,0,0,0.07142857142857142
0,0,7,0,0,0,0,0,1,4,0,0.0,0,0,59.0,19.666666666666668,5.067796610169491,3,0.8484848484848485,0,0.0,11,0,0.030303030303030304,0.21212121212121213,0.015151515151515152,0.030303030303030304,0.0,0.10606060606060606,0.0,0.25757575757575757,0.0,0.09090909090909091,0.10606060606060606,0.045454545454545456,0.0,0.06060606060606061,0,0,0,0.14285714285714285
0,0,2,1,0,0,1,0,2,6,0,0.0,0,0,37.0,37.0,5.351351351351352,1,0.9743589743589743,0,0.0,4,0,0.05128205128205128,0.20512820512820512,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.0,0.23076923076923078,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.0,0.1282051282051282,0,0,0,0.2857142857142857
0,0,2,0,0,0,0,1,0,5,0,0.0,0,2,45.0,45.0,6.044444444444444,1,0.8723404255319149,0,0.0,4,0,0.10638297872340426,0.1702127659574468,0.0,0.0,0.02127659574468085,0.10638297872340426,0.0,0.23404255319148937,0.02127659574468085,0.06382978723404255,0.0425531914893617,0.0425531914893617,0.0,0.1702127659574468,0,0,0,0.2631578947368421
0,0,2,0,0,2,0,3,0,0,1,0.0,0,1,24.0,24.0,5.25,1,0.9615384615384616,0,0.0,2,0,0.15384615384615385,0.19230769230769232,0.0,0.0,0.07692307692307693,0.11538461538461539,0.0,0.2692307692307692,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693,0,0,0,0.4444444444444444
0,0,8,0,0,0,0,3,0,3,0,0.0,0,1,45.0,22.5,6.377777777777778,2,0.8301886792452831,0,0.0,16,2,0.03773584905660377,0.20754716981132076,0.03773584905660377,0.0,0.03773584905660377,0.03773584905660377,0.0,0.16981132075471697,0.05660377358490566,0.18867924528301888,0.1509433962264151,0.0,0.0,0.07547169811320754,0,0,0,0.3076923076923077
0,0,7,2,0,2,0,2,0,0,0,0.0,0,1,28.0,28.0,5.142857142857143,1,0.8571428571428571,0,0.0,1,0,0.05714285714285714,0.11428571428571428,0.14285714285714285,0.0,0.05714285714285714,0.05714285714285714,0.0,0.08571428571428572,0.14285714285714285,0.0,0.2,0.0,0.0,0.11428571428571428,0,0,0,1.0
0,0,7,0,0,0,0,3,1,3,0,9.0,0,0,62.0,31.0,5.112903225806452,2,0.8115942028985508,0,0.0,18,0,0.028985507246376812,0.18840579710144928,0.028985507246376812,0.028985507246376812,0.014492753623188406,0.07246376811594203,0.0,0.17391304347826086,0.014492753623188406,0.2028985507246377,0.10144927536231885,0.014492753623188406,0.0,0.11594202898550725,0,0,0,0.2
0,0,13,0,0,2,0,5,3,5,1,10.75,0,1,74.0,37.0,5.391891891891892,2,0.7701149425287356,0,0.0,24,0,0.04597701149425287,0.14942528735632185,0.011494252873563218,0.034482758620689655,0.022988505747126436,0.10344827586206896,0.0,0.16091954022988506,0.022988505747126436,0.1724137931034483,0.14942528735632185,0.034482758620689655,0.0,0.09195402298850575,0,0,0,0.22727272727272727
0,1,14,3,0,0,2,8,5,11,0,10.2,0,1,102.0,20.4,4.9411764705882355,5,0.7288135593220338,0,0.0,13,2,0.06779661016949153,0.15254237288135594,0.07627118644067797,0.05084745762711865,0.025423728813559324,0.09322033898305085,0.0,0.2033898305084746,0.01694915254237288,0.06779661016949153,0.11864406779661017,0.01694915254237288,0.01694915254237288,0.06779661016949153,0,0,0,0.53125
0,0,4,0,0,0,0,1,0,1,0,0.0,0,1,34.0,34.0,5.9411764705882355,1,0.7894736842105263,0,0.0,6,0,0.07894736842105263,0.2631578947368421,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.0,0.2631578947368421,0.0,0.02631578947368421,0.10526315789473684,0.02631578947368421,0.0,0.02631578947368421,0,0,0,0.45454545454545453
0,0,4,0,0,0,1,2,2,0,0,6.0,0,0,20.0,20.0,5.05,1,0.875,0,0.0,1,0,0.08333333333333333,0.125,0.125,0.0,0.08333333333333333,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0,0,0,1.0
0,0,8,0,0,0,1,2,3,6,0,32.0,0,0,74.0,24.666666666666668,5.202702702702703,3,0.7439024390243902,0,0.0,8,0,0.10975609756097561,0.13414634146341464,0.012195121951219513,0.012195121951219513,0.024390243902439025,0.13414634146341464,0.0,0.23170731707317074,0.04878048780487805,0.012195121951219513,0.0975609756097561,0.036585365853658534,0.012195121951219513,0.10975609756097561,0,0,0,0.35714285714285715
0,0,7,0,0,0,0,4,1,4,1,11.0,0,2,65.0,16.25,5.2615384615384615,4,0.7638888888888888,0,0.0,9,0,0.05555555555555555,0.1388888888888889,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.18055555555555555,0.0,0.20833333333333334,0.05555555555555555,0.06944444444444445,0.09722222222222222,0.027777777777777776,0.0,0.1111111111111111,0,0,0,0.21739130434782608
0,0,3,0,0,1,0,1,1,3,0,14.0,0,2,39.0,19.5,4.948717948717949,2,0.9047619047619048,0,0.0,8,0,0.07142857142857142,0.16666666666666666,0.0,0.0,0.023809523809523808,0.16666666666666666,0.0,0.2619047619047619,0.047619047619047616,0.09523809523809523,0.07142857142857142,0.0,0.0,0.09523809523809523,0,0,0,0.2
0,0,7,0,0,2,0,4,0,2,0,0.0,0,0,26.0,26.0,5.730769230769231,1,0.8484848484848485,0,0.0,1,0,0.12121212121212122,0.15151515151515152,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.2727272727272727,0.030303030303030304,0.0,0.21212121212121213,0.030303030303030304,0.0,0.06060606060606061,0,0,0,0.36363636363636365
0,0,20,2,0,4,0,8,3,4,0,11.2,0,0,78.0,19.75,5.177215189873418,4,0.7171717171717171,0,0.0,7,4,0.08080808080808081,0.1414141414141414,0.050505050505050504,0.050505050505050504,0.020202020202020204,0.08080808080808081,0.0,0.2222222222222222,0.030303030303030304,0.0,0.20202020202020202,0.010101010101010102,0.0,0.10101010101010101,0,0,0,0.40625
0,0,6,1,0,0,1,3,2,4,1,7.25,0,0,66.0,33.0,5.424242424242424,2,0.75,0,0.0,10,0,0.06944444444444445,0.20833333333333334,0.05555555555555555,0.027777777777777776,0.0,0.06944444444444445,0.0,0.20833333333333334,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333,0,0,0,0.42857142857142855
0,0,12,0,0,0,1,1,2,4,0,5.0,0,0,65.0,13.0,5.338461538461538,5,0.7532467532467533,2,0.025974025974025976,10,2,0.012987012987012988,0.1038961038961039,0.05194805194805195,0.025974025974025976,0.0,0.05194805194805195,0.0,0.18181818181818182,0.15584415584415584,0.03896103896103896,0.15584415584415584,0.06493506493506493,0.0,0.15584415584415584,0,0,1,0.19230769230769232
0,0,5,1,0,1,0,3,0,8,0,0.0,0,0,55.0,27.5,4.6909090909090905,2,0.8833333333333333,0,0.0,10,0,0.08333333333333333,0.15,0.016666666666666666,0.05,0.05,0.11666666666666667,0.0,0.18333333333333332,0.016666666666666666,0.13333333333333333,0.08333333333333333,0.016666666666666666,0.0,0.03333333333333333,0,0,0,0.46153846153846156
0,0,15,1,0,3,2,8,5,8,0,3.75,0,1,104.0,14.857142857142858,5.548076923076923,7,0.7226890756302521,0,0.0,8,0,0.058823529411764705,0.13445378151260504,0.05042016806722689,0.06722689075630252,0.04201680672268908,0.08403361344537816,0.0,0.226890756302521,0.01680672268907563,0.01680672268907563,0.12605042016806722,0.025210084033613446,0.0,0.14285714285714285,0,0,0,0.29545454545454547
